ID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,white,female,age,univ_degr,income,wages,self-emp,pol_dem,pol_ind,pol_rep,coast_rec,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,att_w_US,oper,const_st,wf_rec,sup,opp,dis,skep,int,af,con,cur,ap,enth,app,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_ins,decade_r_mor,comm_rel,wild_rel,clean_inst,tech,tech_r,iden_rel,kin_rel,right_r_mor,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,feedback,lat,long,zip_code,ResponseID,obs1,obs2,obs3,obs4,obs5,obs6,obs7,obs8,obs9,obs10,obs11,obs12,obs13,obs14,obs15,obs16,obs17,obs18,obs19,obs20,obs21,obs22,obs23,obs24
180,2,1,1,0,2,1,1,2,2,1,0,22,0,9,1,0,0,1,0,0,3.8,3.83,2.5,3.33,2.5,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,3,4,3,4,4,5,2,4,4,5,4,2,4,2,2,3,3,,41.65769958,-72.66269684,6776,R_eXKLQwf9XpktlmR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
181,2,2,2,2,2,2,2,2,2,0,1,40,0,5,0,0,0,0,0,0,1.6,2.83,4.5,2.67,3,1,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,3,3,2,3,2,2,3,3,3,3,2,4,2,5,4,5,4,This was a very interesting survey. It made me think about how I view the ocean in a different way. I wonder about how wind farms might effect things. I wonder if they generate audible noise. That would be something that is also important to consider.,41.75790405,-71.15309906,3878,R_eXmR1gv8hanVQAB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
182,2,1,1,0,2,1,1,2,2,1,0,26,1,3,0,1,1,0,0,0,3.8,3.83,3,2.67,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,5,2,4,3,4,3,4,4,2,4,4,3,3,5,2,3,4,3,"I liked this survey, very interesting!",43.89880371,-69.97250366,6854,R_eycEeieXrYzisap,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
183,3,0,0,0,1,1,0,0,1,1,1,49,0,6,1,0,1,0,0,1,2.4,3.17,3,3,3.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,3,3,4,1,4,3,3,2,4,2,4,4,3,3,3,3,Thank you,40.41690063,-74.25789642,6095,R_06Y0lnVBn4wxJ3L,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
184,3,0,0,1,1,0,0,0,1,1,1,29,1,6,0,0,0,1,0,0,3.8,3.5,3,3.67,2.5,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,2,2,3,4,4,5,3,3,4,3,4,2,4,4,2,4,2,Interesting HIT and I support it....,43.8500061,18.38330078,1844,R_0dENC7slP3a5Rd3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
185,3,1,0,1,1,0,0,0,1,1,1,45,1,7,0,0,0,0,0,0,3.4,3.17,2,3.33,2.5,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,4,4,3,4,3,4,3,3,3,3,4,2,4,2,2,2,2,,42.4427948,-71.23169708,2648,R_0DnMj6rXovPR6NT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
186,3,0,0,1,1,0,0,1,1,1,1,22,1,3,0,0,1,0,0,0,3.8,4.5,1.25,4,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,5,5,4,5,5,5,5,3,3,5,5,5,2,5,1,1,2,1,This helped me realize my true beliefs about the life in the ocean that we don't pay enough attention to.,42.37219238,-71.17870331,2720,R_0DNRjAxdsB6W4jX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
187,3,0,0,1,1,1,0,0,1,1,1,38,0,4,1,0,0,1,0,0,4.2,3.67,3,3.67,3,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,5,2,2,5,4,4,5,5,1,4,3,5,2,5,4,2,4,2,,41.83650208,-72.46320343,6488,R_0eVImlwn2BEANIF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
188,3,0,1,1,1,0,0,0,1,1,0,27,1,7,1,0,0,1,0,0,4.8,3.83,2.5,3.33,2.5,1,1,2,3,1,0,0,0,1,0,0,1,0,1,1,5,5,5,4,5,3,3,3,4,4,4,4,2,4,5,4,2,4,3,2,3,2,MT ID # A1S4U8K21USI9A,42.32209778,-71.13339996,3104,R_0fEAnZ0L0SnIgdv,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
189,3,0,0,1,1,0,0,0,1,1,1,25,1,4,0,1,1,0,0,1,3.6,2.83,2.5,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,3,4,4,3,2,5,4,2,3,2,4,3,4,4,2,2,2,,42.68249512,-70.84700012,2144,R_0HbxWvLhImRT7IV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
190,3,0,0,1,1,0,0,0,1,0,1,40,1,6,0,0,1,0,0,0,5,4.33,1,5,3,1,1,1,3,1,0,0,0,1,0,0,0,0,1,1,5,5,5,5,5,5,1,5,5,5,5,3,3,5,5,5,1,5,1,1,1,1,,41.55140686,-73.06520081,6111,R_0HTlmcKe5FrddvT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
191,3,1,0,1,1,0,0,0,1,1,0,20,0,4,1,0,0,1,0,0,3.8,4,1.5,3.5,4,1,1,1,4,1,0,0,0,1,0,0,0,0,1,1,4,3,4,4,4,2,,4,4,4,5,5,1,4,4,2,4,4,1,1,3,1,,46.11540222,-67.91699982,2895,R_0HzpeHxYFAbzwqN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
192,3,0,0,0,0,0,0,0,1,1,1,27,0,4,1,0,0,1,0,1,3.4,3.67,2,4,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,4,3,2,3,4,4,5,3,3,4,4,4,2,4,2,2,2,2,,30.12939453,-81.77749634,2130,R_0iHp12NIO4D2gMl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
193,3,0,0,1,1,0,0,0,1,1,1,20,1,11,0,1,0,1,0,1,4.4,3.67,2,3.67,3.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,5,3,3,5,4,4,5,4,2,4,4,4,2,4,2,2,3,1,,42.43930054,-71.77690125,6281,R_0iY9dELpvzn4Kih,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
194,3,0,0,1,1,1,0,0,1,1,1,26,0,3,1,0,1,0,0,1,4.2,4.33,2,2.67,3,2,1,1,3,1,0,0,0,1,0,0,1,0,1,1,5,4,4,4,4,2,5,5,4,5,5,3,3,5,5,5,2,5,3,1,3,1,,41.63540649,-70.9434967,6770,R_0lK5HskKZ1QhchL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
195,3,0,0,1,1,0,0,0,1,1,0,28,1,2,0,0,1,0,0,0,4.2,3.67,1.75,3.33,2.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,2,3,3,4,4,5,3,3,4,3,4,2,5,3,1,2,1,N/A,42.89149475,-71.27870178,3833,R_0NRtMV8VBYoLZpb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
196,3,1,0,1,1,0,0,1,1,1,0,44,1,8,1,0,0,1,0,1,4.4,4,1.75,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4,5,4,4,5,5,2,4,4,4,4,2,5,2,1,3,1,,42.20680237,-70.9552002,2143,R_0oGsLWMorV4Bk1f,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
197,3,0,0,1,1,0,0,0,1,0,1,62,1,6,1,0,0,1,0,0,4.2,3.67,2,2.67,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,2,4,4,4,4,4,3,3,4,4,4,2,4,2,2,3,1,,41.9980011,-71.49410248,2138,R_0p6vxKxaLOM0Vox,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
198,3,0,0,1,1,0,0,0,1,1,1,28,1,4,0,0,0,0,1,0,4.8,4.67,1,3.33,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,5,4,5,5,5,5,5,3,3,5,5,5,3,5,1,1,1,1,No feedback or comments thank you,41.76939392,-71.46759796,2804,R_0qvNtw9fFcThH25,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
199,3,0,0,1,1,0,0,0,1,1,0,33,1,6,0,1,0,1,0,0,3.2,3.5,3.5,3,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2,2,4,4,4,3,5,5,1,4,4,4,2,4,5,3,4,2,,41.73950195,-71.32060242,1075,R_0VwcmZkYWSpWUAZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
200,3,0,0,1,1,1,0,0,1,1,1,45,1,6,1,0,0,1,0,0,4.6,3.33,4,3.67,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,5,4,4,4,4,3,5,2,4,4,3,5,2,4,5,3,5,3,,44.86349487,-68.84020233,2726,R_1CebzxO1cVRmZql,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
201,3,0,0,1,0,0,0,1,1,1,0,27,0,5,0,0,0,1,0,0,3.2,2.67,3,3.33,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,3,I enjoyed this because its about our future and we need to start these programs. This shouldn't be a survey this should be done. People fight against what needs to happen but sit idly by when the earth is destroyed by whats already happened. ,42.34509277,-71.09929657,3229,R_1MlDClqRa9h7g5D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
202,3,0,0,1,1,0,0,1,1,1,1,56,0,4,1,0,1,0,0,0,5,4.5,2,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,5,5,4,5,5,3,3,5,5,5,3,5,2,1,2,3,no,19.98330688,73.80000305,1089,R_1Sb0LO16Jx5TcCV,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
203,3,1,0,1,1,0,0,0,1,1,0,30,1,9,0,1,0,0,0,1,2.8,3,3,4.33,2.5,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,4,1,3,4,2,4,2,2,2,4,5,4,2,3,5,3,2,2,4,2,4,2,,41.58770752,-71.46230316,2889,R_1XqfUEl4ZyIabvT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
204,3,0,0,1,1,0,0,0,1,0,1,24,1,6,1,0,0,0,0,0,5,4.5,1.25,3.67,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,2,5,1,1,2,1,it was ok,41.68559265,-72.73120117,6357,R_1YowFFJnbj4Cn09,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
205,3,0,0,1,1,0,0,0,1,1,0,30,1,8,0,1,0,1,0,0,4,3.67,3.25,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,2,2,3,4,4,5,4,2,4,3,3,2,5,4,3,4,2,,42.32940674,-72.69390106,6770,R_25g7WY80OPq9fHT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
206,3,0,0,1,1,0,0,0,1,1,1,22,1,7,0,0,0,1,0,0,4.2,3,3,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,3,5,5,4,4,4,3,3,2,3,5,1,4,5,1,3,3,Good survey!,42.06280518,-71.64369965,4401,R_261uEZqFeKUH3AF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
207,3,0,0,0,1,0,0,0,1,1,1,21,0,2,0,0,1,0,0,0,4.4,4.17,1.5,3.67,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,4,4,4,4,4,5,5,3,3,5,5,5,1,5,1,1,3,1,,46.68850708,-67.9910965,1720,R_2ajvFuQFZExQl3n,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
208,3,0,0,1,1,0,0,0,1,1,1,26,1,5,0,1,1,0,0,1,4.2,4,2.5,3.67,3.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,3,3,4,5,4,5,3,3,4,4,3,3,4,2,3,3,2,Thank you for the opportunity to offer my thoughts on this important topic.,42.29029846,-72.64040375,2114,R_2b1hdLIwKkoNip7,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
209,3,0,0,1,1,0,0,1,1,1,0,26,1,5,1,0,0,0,1,0,4.6,3.83,1.5,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,2,5,5,4,4,5,4,2,4,5,5,1,5,2,1,2,1,,44.22569275,-70.0062027,3301,R_2mcTLMyd4nfnWPX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
210,3,0,0,1,1,0,0,0,1,1,1,39,0,1,1,0,1,0,0,0,4.6,3.67,3,3.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,4,5,5,4,4,5,4,2,4,4,5,1,5,4,2,5,1,,42.36160278,-71.06739807,2169,R_2tpYgwkvkSFK45L,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
211,3,0,0,1,1,0,0,0,1,1,1,19,0,7,0,1,1,0,0,0,4.2,3,3.5,2.67,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,2,5,4,3,2,5,4,2,3,4,5,1,5,5,3,5,1,,42.63420105,-72.6026001,2790,R_37CtGcT1HWsBqGF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
212,3,0,0,1,1,0,0,1,1,1,1,29,1,6,0,0,0,0,0,0,4.2,3.67,2.75,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,4,3,4,5,4,3,5,4,2,4,4,5,2,5,3,3,3,2,,41.14489746,-73.34279633,1083,R_3dybDH3gB3W6grX,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
213,3,0,0,1,1,0,0,0,1,1,0,28,0,3,1,0,1,0,0,0,4.8,3.33,3.25,3.33,3.5,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,2,3,2,3,3,5,3,3,4,3,1,2,5,4,3,4,2,,42.32209778,-71.13339996,4330,R_3mAA8qe7emsvCbb,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
214,3,0,0,1,1,0,0,0,1,1,0,60,1,8,1,0,0,1,0,0,4.8,4.17,2,3.67,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,4,4,5,4,4,5,4,2,5,5,5,2,5,2,1,3,2,I enjoyed it!,41.54969788,-72.65309906,1803,R_3mkdqQYUUok7oEZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
215,3,0,0,1,1,0,0,0,1,1,0,27,1,7,0,0,1,0,0,1,4,3.4,3.25,2.33,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,1,5,4,5,2,5,4,2,4,,4,2,4,4,3,4,2,No thank you.,41.83650208,-72.46320343,6905,R_3vIN0Gt4GOykklL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
216,3,0,0,1,1,0,0,0,1,1,0,34,1,7,1,0,0,0,1,1,3,3.83,3.25,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2,4,2,2,2,2,4,4,4,5,4,2,3,4,4,4,4,4,3,4,2,,41.58770752,-71.46230316,2920,R_3VnUbFlpfJ3Cl5H,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
217,3,0,0,1,1,0,0,0,1,1,1,20,0,5,0,0,0,1,0,1,3,4,2.5,3.33,3,1,2,2,3,0,1,0,0,1,0,0,1,0,1,1,4,2,3,2,4,2,2,2,4,4,4,4,2,4,4,2,4,4,1,3,3,3,,42.28930664,-71.79440308,2857,R_4IthKmgHNSfijaZ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
218,3,2,0,1,1,0,0,0,1,0,1,22,1,4,0,0,0,1,0,1,3.6,3.67,2,2.67,4,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,2,4,5,4,4,4,3,3,3,5,3,1,5,3,2,2,1,,42.61790466,-70.7154007,2908,R_4My9hc6sFmvKdBH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
219,3,0,0,0,0,1,0,1,1,1,0,32,0,6,0,0,0,1,0,0,3.8,4,1.75,4,2,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,4,3,4,4,4,3,2,2,4,4,5,4,2,4,4,4,4,4,2,1,2,2,Loved this survery,44.66090393,-74.92579651,2148,R_4YM3Z11a6BePDaB,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
220,3,1,0,1,1,0,0,0,1,1,1,30,1,4,0,0,0,1,0,1,4.2,3.67,2.5,3.67,2.5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,3,3,3,4,4,5,4,2,4,4,4,2,4,3,2,3,2,,42.94030762,-71.4434967,2703,R_4Z0Y1kYXgWdDSf3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
221,3,0,0,1,1,0,0,0,1,0,1,33,1,7,0,0,0,1,0,0,4,3.17,3,3,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,2,4,4,4,2,5,5,1,3,3,2,2,5,4,2,5,1,,44.27180481,-70.25060272,1082,R_4Z7dgqxQPC6fnBr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
222,3,0,0,1,1,0,0,1,1,1,1,63,1,6,1,0,0,0,0,1,4.2,4,2.75,2.67,3,2,1,1,3,1,0,0,0,1,0,0,1,0,1,1,5,5,5,2,4,2,5,5,4,4,5,2,4,4,5,5,2,5,2,1,4,4,,42.40190125,-71.11930084,4364,R_54GKsJiZ7KDpbcp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
223,3,0,0,1,1,1,0,0,1,1,0,67,1,6,0,0,1,0,0,0,4.6,3.67,1.33,3,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,2,4,4,4,4,5,4,2,4,4,5,2,4,,1,2,1,,42.0644989,-71.08709717,4105,R_5Ao3wv4u5dMDnvf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
224,3,0,0,1,1,0,0,0,1,1,1,27,0,4,1,0,1,0,0,0,3.2,4,1.75,3,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,4,2,4,4,5,4,5,2,4,5,5,4,1,4,2,3,1,1,,42.34509277,-71.09929657,2364,R_5cKUhdhMsebiGlT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
225,3,0,0,1,1,0,0,0,1,1,0,29,0,3,1,0,0,1,0,0,4.4,3.5,2.5,3,3,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,2,4,4,4,4,5,5,1,4,3,4,2,4,3,2,4,1,,46.68850708,-67.9910965,2857,R_5dvDU4xC3PMBpUF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
226,3,0,0,1,1,0,0,0,1,1,1,25,1,7,1,0,0,1,0,0,4.4,3.67,2,3.33,2.5,1,1,1,3,1,0,0,0,1,0,0,1,0,1,1,5,4,4,5,4,4,5,4,4,4,5,4,2,4,4,5,2,4,2,1,3,2,,32.78309631,-79.93699646,2155,R_5vFl5h1swraARmd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
227,3,0,1,1,1,1,0,0,1,1,0,29,1,7,1,0,1,0,0,0,2.4,3.33,2.5,3,2.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,3,2,4,4,4,4,2,3,3,3,3,3,2,2,3,3,,42.64889526,-71.16549683,6095,R_6DuQ2ejBJhSrXy5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
228,3,0,0,1,1,1,0,0,1,1,0,40,1,4,0,1,1,0,0,1,1.8,3.67,2.75,3,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,2,2,4,2,4,5,1,5,5,2,2,4,3,3,3,2,,44.22450256,-70.60870361,1532,R_6eWLlRj99hivOEl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
229,3,0,0,0,1,1,0,0,1,1,0,29,1,5,1,0,1,0,0,0,2.8,3.83,3.25,2.67,3.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,2,2,4,5,4,4,4,4,2,4,4,4,3,4,4,3,3,3,,48.9611969,2.06880188,5301,R_6kUNkAbZYipCJJr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
230,3,0,0,1,1,0,0,0,1,1,1,37,1,6,1,0,1,0,0,1,3.2,3.17,3.75,3.67,2.5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,2,2,2,4,4,5,4,2,2,3,3,2,4,5,3,5,2,none,42.56530762,-70.85780334,2720,R_6KzcPDlHa16dpxr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
231,3,0,0,1,1,0,1,0,1,1,0,43,0,4,0,0,1,0,0,0,4,3.67,1.25,2.67,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,5,2,4,1,2,1,1,,42.3500061,-71.22689819,3878,R_6mVB9yxTAbOOii1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
232,3,0,0,0,1,0,0,0,1,1,1,33,1,6,1,0,1,0,0,1,4,3.67,2.5,3.33,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,5,3,4,4,4,4,5,4,2,4,4,4,2,4,3,2,3,2,,42.38960266,-72.45339966,2301,R_6P5qGwDAlA0tRM9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
233,3,1,0,1,1,0,0,0,1,1,0,22,1,7,1,0,1,0,0,0,4,3.67,2.25,3,2.5,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,4,2,3,2,4,4,4,4,2,3,4,3,2,5,3,2,3,1,,42.34959412,-71.07460022,1527,R_6PxAP7IAnkSd1tj,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
234,3,1,0,1,1,0,0,0,1,1,1,19,0,11,1,0,0,1,0,0,2,3.33,3.5,3,2.5,1,1,1,3,1,0,0,0,1,0,0,1,0,1,1,2,2,2,2,2,3,4,3,5,2,4,5,1,1,4,4,4,4,4,3,5,2,Interesting.,41.61230469,-73.41210175,6032,R_6PxHJBxOhJQc4It,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
235,3,0,0,1,1,0,0,0,1,1,1,35,0,3,1,0,0,1,0,0,5,5,1.75,3.67,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,1,3,1,"No comments, but the survey did make me think a little more about the effects of plant and animal life in the oceans more.",41.12710571,-73.44159698,3431,R_6Q2bKss6ad5PRAN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
236,3,0,0,1,1,1,0,0,1,0,1,36,1,6,1,0,0,1,0,1,3.8,3.83,1.25,3.67,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4,4,4,4,5,4,2,4,5,4,2,4,1,1,2,1,Interesting!,42.27929688,-71.24500275,2914,R_6QknmxyHTy4LkpL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
237,3,0,0,1,1,0,0,0,1,1,0,29,1,7,1,0,1,0,0,0,4.4,3.5,2.25,3,3,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,2,3,4,4,5,4,3,3,2,3,4,3,4,3,1,4,1,,41.46749878,-73.24060059,3110,R_6RLjg7evicLqQER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
238,3,0,0,0,1,0,0,0,1,1,0,44,1,8,1,0,0,1,0,1,3.4,3.33,3.25,2.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,3,2,4,4,4,3,4,2,4,3,4,4,2,4,4,2,5,2,,42.2848053,-71.07409668,2138,R_6teJEBpxwITFEeF,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
239,3,0,0,1,1,0,0,0,1,1,0,20,1,6,1,0,1,0,0,1,3,3.67,2.25,3,3,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,3,4,4,4,4,2,4,3,3,4,3,2,2,3,2,,41.70080566,-71.39219666,4910,R_74mK9ZOkbE0WEnP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
240,3,0,0,1,1,0,0,0,1,0,1,32,1,7,0,1,0,0,0,0,5,3.67,2,3.67,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,4,4,5,4,2,5,4,5,1,4,2,2,1,3,"My wi-fi connection dropped near the beginning of the survey, so I had to refresh the page/reload the survey. Hopefully this doesn't negatively impact your results. Thanks.",41.4651947,-72.18859863,6339,R_74n6blPytasQNPn,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
