id,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,ResponseID,race,first_of_many,gender,age,zip_code,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
338,3,0,0,1,1,0,0,0,1,R_cuuehDPFDRuBWxn,Black or African American,No effect on my attitude,Male,69,2474,Bechelor degree,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",None,38.85940552,-90.47579956,72.251.71.167,7/14/15 20:39,7/14/15 20:58,Yes,Neutral,Encouraged,No difference,None of the Above
339,3,0,0,0,1,0,0,0,1,R_cvcRRTXyJZG42Wx,White European,Much more likely to support,Male,24,4427,Bechelor degree,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,44.86349487,-68.84020233,76.179.126.43,7/12/15 16:01,7/12/15 16:09,Yes,Very positive,Encouraged,No difference,None of the Above
340,2,1,1,0,2,1,1,0,0,R_cVkumCviUibfpwV,White European,More likely to support,Male,25,1915,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,none,42.56530762,-70.85780334,50.79.174.205,7/20/15 11:09,7/20/15 11:18,Yes,Very positive,Encouraged,No difference,None of the Above
341,3,0,0,1,1,0,0,1,1,R_cw46VUhKKksccEl,Middle Eastern,More likely to support,Male,26,2703,Bechelor degree,"$35,000-$49,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Stongly Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,38.75700378,-77.1486969,72.219.243.111,7/11/15 12:05,7/11/15 12:15,No,Very positive,Tolerated,Less likely    ,None of the Above
342,1,0,1,1,1,0,0,0,1,R_d0Vkm9FXus6u2Xj,White European,More likely to support,Male,59,2878,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,41.60920715,-71.17440033,72.215.48.154,7/25/15 10:03,7/25/15 10:15,Yes,Very positive,Encouraged,No difference,None of the Above
343,2,1,1,0,2,1,1,1,0,R_d1hqGSfRusB2WYB,White European,Much less likely to support,Male,22,2120,Graduate degree or Professional degree ,"Less than $10,000",Student,"Yes, I am an MT worker ",Republican party,,"Frequently, 20+ times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.33309937,-71.09570313,50.176.70.91,7/21/15 17:57,7/21/15 18:14,Yes,Very positive,Encouraged,No difference,None of the Above
344,2,1,1,0,2,0,2,0,2,R_d3WFRxD01cWJHQp,Asian,Much more likely to support,Male,22,2481,Some college credit ,"Less than $10,000",Self-employed,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,,42.35710144,-71.06549835,73.186.70.6,7/27/15 0:40,7/27/15 0:45,Yes,Very positive,Tolerated,No difference,0
345,3,0,0,1,1,0,0,0,1,R_d4gxMC1tfFzsB1j,White European,More likely to support,Male,30,1534,Graduate degree or Professional degree ,"Less than $10,000",Out of work,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.13580322,-71.64309692,68.187.239.21,7/11/15 20:15,7/11/15 20:26,Yes,Positive,Encouraged,No difference,None of the Above
346,3,0,0,1,1,0,0,0,1,R_d5NFyjFU4mtTovr,White European,No effect on my attitude,Male,24,1460,Bechelor degree,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.53840637,-71.48529816,98.118.58.18,7/11/15 13:06,7/11/15 13:21,Yes,Very positive,Encouraged,No difference,None of the Above
347,3,0,0,1,1,0,0,0,1,R_d5o2FCPWWgtizcx,White European,No effect on my attitude,Male,41,6450,Bechelor degree,"$100,000-$124,999",Employed for wages,"Yes, I have done many HITs",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",none thanks,41.67179871,-72.94930267,192.234.2.18,7/21/15 5:23,7/21/15 5:30,Yes,Very positive,Encouraged,No difference,None of the Above
348,2,0,1,0,0,0,0,1,0,R_d6ETQfzFpqQymhL,White European,No effect on my attitude,Female,45,4740,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,"No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean","No, this is <strong>very unlike </strong>how I think about the ocean",none,46.68850708,-67.9910965,67.253.30.176,7/15/15 8:31,7/15/15 8:47,Yes,Very positive,Not sure,Much less likely,None of the Above
349,1,0,1,1,0,0,0,1,1,R_d6Gd6yVxVpfiIjb,White European,More likely to support,Female,54,2886,High school graduate,"$35,000-$49,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Stongly Disagree,Strongly Agree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.70500183,-71.46040344,100.40.102.45,7/22/15 14:59,7/22/15 15:20,No,Very positive,Encouraged,No difference,None of the Above
350,3,0,0,1,1,0,0,0,1,R_dbcXzQUhGqs7QSF,Black or African American,More likely to support,Male,33,4062,Associate degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",None,,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,43.65890503,-70.2614975,24.97.252.123,7/27/15 8:56,7/27/15 9:09,No,Positive,Discouraged,No difference,0
351,4,0,0,1,1,0,1,1,2,R_dbzwnErp9TWhYTr,White European,More likely to support,Male,30,6110,Bechelor degree,"$100,000-$124,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","None pertaining to the subject matter, but please consider adding ""Other"" or ""Transgender"" to the gender demographics options. Thanks. :)",41.76350403,-72.72660065,50.164.147.82,7/13/15 13:17,7/13/15 13:27,No,Very positive,Encouraged,No difference,0
352,1,0,1,0,1,0,1,0,1,R_dg67SVAkMvbqjNH,White European,No effect on my attitude,Male,19,3079,Some college credit ,"Less than $10,000",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,40.40240479,-3.692398071,188.78.200.159,7/25/15 10:19,7/25/15 10:29,Yes,Positive,Tolerated,No difference,None of the Above
353,3,0,0,1,1,0,0,0,1,R_dgNSvO0l9aymLYx,White European,Much more likely to support,Female,30,3857,Bechelor degree,"$50,000-$74,999",Employed for wages,"Yes, I have done many HITs",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,42.96609497,-70.98809814,24.218.78.86,7/12/15 19:18,7/12/15 19:27,Yes,Very positive,Encouraged,No difference,None of the Above
354,4,1,1,0,1,0,1,1,1,R_dhsUh4PunZnqObz,White European,No effect on my attitude,Male,66,2879,Some college credit ,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Stongly Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.42790222,-71.53639984,100.10.15.243,7/14/15 18:45,7/14/15 18:59,Yes,Very positive,Encouraged,No difference,None of the Above
355,4,1,0,1,1,0,1,0,1,R_dhTsDTwirdNCXGZ,Black or African American,Less likely to support,Male,38,2169,Bechelor degree,"$150,000-$174,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,ns,18.9750061,72.82580566,49.202.168.100,7/13/15 0:22,7/13/15 0:31,Yes,Positive,Tolerated,More likely,None of the Above
356,1,0,1,2,1,0,1,2,1,R_dnCWkQjzaAdOzxb,White European,No effect on my attitude,Male,60,2190,Some college credit ,"$75,000-$99,999",Out of work,"Yes, I am an MT worker ",Republican party,,"Sometimes, 10-20 times/year",Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,ty,42.20680237,-70.9552002,24.91.33.206,7/11/15 14:07,7/11/15 14:16,Yes,Very positive,Encouraged,No difference,None of the Above
357,4,0,1,0,1,0,0,1,1,R_dogKIS0XGm03C2p,White European,More likely to support,Female,64,3301,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","interesting, fun survey",43.23449707,-71.52269745,24.91.232.226,7/13/15 14:06,7/13/15 14:21,Yes,Positive,Encouraged,No difference,None of the Above
358,2,1,1,0,1,1,1,1,1,R_e2uMOfaQ2XNjhyZ,White European,Much more likely to support,Male,19,2466,High school graduate,"$250,000 and above",Student,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.3500061,-71.22689819,146.115.139.235,7/10/15 13:24,7/10/15 13:29,Yes,Very positive,Encouraged,No difference,None of the Above
359,3,0,0,1,1,0,0,0,1,R_e33J1ub9FfHSyot,White European,More likely to support,Female,42,66503,Bechelor degree,"$150,000-$174,999",A homemaker ,"Yes, I am an MT worker ",Republican party,,"Every now and then, 5-10 times/year",Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,39.10229492,-96.52459717,70.179.140.54,7/13/15 8:02,7/13/15 8:13,Yes,Positive,Encouraged,No difference,None of the Above
360,2,1,1,0,2,1,1,1,1,R_e3cyMfhBdMk6D3L,White European,More likely to support,Female,52,1923,Bechelor degree,"$10,000-$14,999",Out of work,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This was a very interesting survey.,39.18569946,-78.16329956,68.245.188.19,7/24/15 18:35,7/24/15 18:57,Yes,Positive,Tolerated,No difference,None of the Above
361,4,1,1,1,1,0,1,1,1,R_e3P6K5pln04v8fb,White European,No effect on my attitude,Female,19,2816,Some college credit ,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,41.69329834,-71.63950348,100.10.53.199,7/11/15 18:24,7/11/15 18:34,Yes,Very positive,Encouraged,No difference,0
362,4,0,1,0,1,0,0,1,1,R_e3zZsCSg0CiSPZj,White European,No effect on my attitude,Female,20,1921,Some college credit ,"$250,000 and above",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Agree,Strongly Agree,Stongly Disagree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",Really enjoyed taking this survey. Very interesting questions.,42.56530762,-70.85780334,73.143.187.108,7/22/15 23:00,7/22/15 23:12,Yes,Very positive,Encouraged,No difference,None of the Above
363,4,0,1,0,1,0,1,1,1,R_e4e09Tf648CkLAx,White European,Less likely to support,Female,34,4093,Associate degree,"$35,000-$49,999",A homemaker ,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Stongly Disagree,Agree,Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",none.,43.66059875,-70.53209686,104.228.192.149,7/12/15 18:12,7/12/15 18:27,Yes,Very positive,Encouraged,No difference,None of the Above
364,4,0,2,0,1,2,0,1,1,R_e4Ih3i9Aa1nr9Ot,White European,More likely to support,Male,26,2134,Graduate degree or Professional degree ,"$25,000-$34,999",Out of work,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",None.,42.28300476,-71.12090302,24.91.94.169,7/11/15 18:58,7/11/15 19:09,Yes,Positive,Encouraged,No difference,None of the Above
365,1,0,1,1,1,0,0,0,1,R_eaDEHuW687d6R37,Asian,More likely to support,Female,24,2215,Bechelor degree,"$15,000-$24,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.37309265,-71.0161972,71.174.43.111,7/25/15 20:14,7/25/15 20:24,No,Very positive,Not sure,No difference,None of the Above
366,3,1,0,1,1,0,0,0,1,R_eaffsMkag0wCfOJ,White European,No effect on my attitude,Female,28,2368,Bechelor degree,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",I grew up sailing and I served 7 years in the Coast Guard. Protection of the ocean and the environment as a whole is very important to me.,33.90089417,-118.0073013,172.89.139.59,7/26/15 21:37,7/26/15 22:00,Yes,Very positive,Encouraged,No difference,None of the Above
367,4,0,2,0,1,0,1,1,1,R_eaMevRytmPlQRG5,White European,More likely to support,Male,36,68007,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,Never,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,41.29170227,-96.1710968,137.48.249.80,7/20/15 13:14,7/20/15 13:22,Yes,Very positive,Encouraged,No difference,None of the Above
368,4,0,1,0,2,0,1,1,1,R_ebAysdUZivGqkcJ,White European,No effect on my attitude,Female,56,4473,Graduate degree or Professional degree ,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.97189331,-68.52429962,184.153.188.46,7/24/15 10:35,7/24/15 10:49,Yes,Positive,Tolerated,No difference,None of the Above
369,1,0,0,0,0,0,1,1,1,R_eDqbEJUdasHpmU5,White European,No effect on my attitude,Male,22,6883,Some college credit ,"$150,000-$174,999",Student,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none,40.76939392,-73.96089935,184.153.17.19,7/22/15 18:41,7/22/15 18:47,Yes,Very positive,Tolerated,Much less likely,0
370,4,0,1,0,1,0,2,1,0,R_eDSmf8RhthpwKTr,White European,More likely to support,Female,22,4084,Associate degree,"$15,000-$24,999",Employed for wages,"Yes, I have done many HITs",Democratic party,,Never,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,43.96949768,-70.6167984,74.209.45.212,7/20/15 12:00,7/20/15 12:08,Yes,Positive,Tolerated,More likely,None of the Above
