ResponseID,Block,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,first_of_many,gender,age,zip_code,Amer_Ind,Asian,Black,Hispanic,Island,Middle_East,North_African,White,Other,Other_text,education,income,employment,attention2,pol_party,pol_party_other,freq_rec,nat_air_water,tech_sol,hum_abuse,balance_nat,ecol_crisis,nat_res,spaceship,hum_right,ecol_cat,lose_hab,plants_and_an,resp_harm,impact_dec,who_I_am,health_nat,think_wild,place_comm,citizen_care,family,identify,hum_elsewhere,feedback,lat,long,IPAddress,StartDate,EndDate,seen_turb,WP_US,wp_state,likely_cst_ec,attention_att
R_4Z0Y1kYXgWdDSf3,3,1,0,1,1,0,0,0,1,More likely to support,Female,30,2703,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",None,40.67019653,-73.89440155,107.107.59.2,7/21/15 13:43,7/21/15 13:55,Yes,Positive,Tolerated,No difference,None of the Above
R_7OI0txvPG1Ndt1r,3,1,1,1,0,0,1,0,1,Much less likely to support,Male,27,2914,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,41.81329346,-71.36190033,72.200.176.239,7/25/15 9:49,7/25/15 9:54,Yes,Very positive,Encouraged,Less likely    ,0
R_1XqfUEl4ZyIabvT,3,1,0,1,1,0,0,0,1,Less likely to support,Male,30,2889,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$125,000-$149,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.70080566,-71.39219666,68.0.245.187,7/26/15 18:12,7/26/15 18:17,Yes,Very positive,Encouraged,Much less likely,0
R_6PxAP7IAnkSd1tj,3,1,0,1,1,0,0,0,1,No effect on my attitude,Male,22,1527,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean","As someone who loves the ocean/beach, I enjoyed this survey and was happy to give my input on these questions.",42.19119263,-71.77890015,100.0.77.98,7/26/15 20:54,7/26/15 21:05,Yes,Very positive,Encouraged,No difference,None of the Above
R_eaffsMkag0wCfOJ,3,1,0,1,1,0,0,0,1,No effect on my attitude,Female,28,2368,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$50,000-$74,999",Student,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Agree,Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",I grew up sailing and I served 7 years in the Coast Guard. Protection of the ocean and the environment as a whole is very important to me.,33.90089417,-118.0073013,172.89.139.59,7/26/15 21:37,7/26/15 22:00,Yes,Very positive,Encouraged,No difference,None of the Above
R_9p2crtBGTm54x6J,3,2,2,2,-99,2,2,2,2,No effect on my attitude,Male,30,6708,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$75,000-$99,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,41.75590515,-73.2154007,67.80.104.109,7/10/15 16:20,7/10/15 16:30,Yes,Positive,Encouraged,No difference,None of the Above
R_7ZI9nBbS8V8jeq9,3,2,2,2,2,2,2,1,1,No effect on my attitude,Female,25,1810,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Student,"Yes, I am an MT worker ",Independent,,"Sometimes, 10-20 times/year",Agree,Agree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,,37.61920166,-77.4960022,73.40.51.175,7/11/15 9:43,7/11/15 9:49,No,Neutral,Tolerated,Less likely    ,0
R_cBKCSlPlA2I42qx,3,2,0,1,1,0,0,0,1,More likely to support,Male,32,1527,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$125,000-$149,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Stongly Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,42.19119263,-71.77890015,100.0.77.231,7/11/15 12:54,7/11/15 13:08,Yes,Positive,Encouraged,No difference,None of the Above
R_0wI6ytV6Gnk3lSB,3,2,0,1,1,0,0,2,2,No effect on my attitude,Male,23,2919,0,Asian,0,0,0,0,0,0,0,,Some college credit ,"$250,000 and above",Employed for wages,"Yes, I have done many HITs",None,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,41.67829895,-71.27079773,24.38.181.116,7/16/15 7:44,7/16/15 7:54,Yes,Very positive,Encouraged,More likely,0
R_4My9hc6sFmvKdBH,3,2,0,1,1,0,0,0,1,More likely to support,Female,22,2908,0,0,Black or African American,0,0,0,0,0,0,,Bechelor degree,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Stongly Disagree,Neither Agree nor Disagree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.82069397,-71.44920349,173.69.59.152,7/21/15 15:37,7/21/15 15:50,No,Neutral,Not sure,Less likely    ,None of the Above
R_bHq0aU04Fz4brO5,4,0,1,0,1,0,1,1,1,Much more likely to support,Male,37,1970,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$175,000-$199,999",Self-employed,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Strongly Agree,Disagree,Stongly Disagree,Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.51530457,-70.90750122,50.138.208.230,7/10/15 13:53,7/10/15 14:06,Yes,Very positive,Encouraged,Much more likely,0
R_4ZLFXfUxyZAqyFf,4,0,1,0,2,2,0,1,1,No effect on my attitude,Female,51,3034,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$10,000-$14,999",Self-employed,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Stongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,31.95219421,-97.34590149,75.91.159.198,7/10/15 14:15,7/10/15 14:24,Yes,Positive,Not sure,No difference,None of the Above
R_eICzmsyOuWZXJ9X,4,0,1,0,1,0,1,1,1,No effect on my attitude,Female,66,1543,0,0,0,0,0,0,0,White European,0,,High school graduate,"$10,000-$14,999",Retired,"Yes, I am an MT worker ",Democratic party,,Never,Agree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",Thought provoking survey ...,42.28570557,-71.82920074,66.189.30.139,7/10/15 14:51,7/10/15 15:13,No,Positive,Encouraged,No difference,None of the Above
R_8dicYIpm2nFQfiJ,4,0,1,0,1,0,0,1,1,Much more likely to support,Female,35,2067,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"Less than $10,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Stongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,52.36669922,4.899993896,86.80.187.183,7/11/15 0:43,7/11/15 0:53,Yes,Very positive,Encouraged,More likely,None of the Above
R_bdBt4ubvlmYn29n,4,0,0,0,1,0,1,1,1,No effect on my attitude,Female,42,4910,0,0,0,0,0,0,0,White European,0,,Associate degree,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Frequently, 20+ times/year",Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Stongly Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"No, this is <strong>very unlike </strong>how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,,44.5677948,-69.21900177,192.136.174.194,7/11/15 5:23,7/11/15 5:31,Yes,Positive,Encouraged,More likely,None of the Above
R_3krtH3eq05A5Mpf,4,0,1,0,1,0,1,1,2,More likely to support,Male,65,6001,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Retired,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",No thanks,41.78999329,-72.87349701,73.47.240.223,7/11/15 6:23,7/11/15 6:34,Yes,Very positive,Not sure,Less likely    ,None of the Above
R_3JiBpZ5qfHDbJtz,4,0,1,0,1,0,1,1,1,Much more likely to support,Male,34,2886,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Strongly Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,41.69700623,-71.52539825,100.10.68.151,7/11/15 8:33,7/11/15 8:44,Yes,Very positive,Encouraged,More likely,None of the Above
R_02Il4uscqNJuWBT,4,0,1,0,1,0,0,1,1,Much more likely to support,Male,28,11101,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$125,000-$149,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Stongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,40.74000549,-73.93609619,24.90.220.66,7/11/15 10:14,7/11/15 10:23,Yes,Very positive,Encouraged,No difference,0
R_aVmtXz2i254vnEx,4,0,1,0,1,0,1,1,1,No effect on my attitude,Female,37,1860,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$100,000-$124,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Sometimes, 10-20 times/year",Strongly Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",No feedback or comments,38,-97,73.227.38.211,7/11/15 11:44,7/11/15 11:56,Yes,Positive,Not sure,Less likely    ,None of the Above
R_5jdQhnCqlYQYnZj,4,0,1,0,1,0,1,1,1,More likely to support,Female,57,6456,0,Asian,0,0,0,0,0,0,0,,Bechelor degree,"$150,000-$174,999",A homemaker ,"Yes, I am an MT worker ",Democratic party,,"Frequently, 20+ times/year",Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Stongly Disagree,Disagree,Disagree,Stongly Disagree,Strongly Agree,Stongly Disagree,Agree,Strongly Agree,Stongly Disagree,Strongly Agree,Stongly Disagree,Strongly Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none,41.51829529,-72.71299744,32.218.66.63,7/11/15 12:31,7/11/15 12:43,Yes,Very positive,Encouraged,No difference,None of the Above
R_9Y0d73UAxa76Del,4,0,1,0,1,0,1,1,1,No effect on my attitude,Male,25,3857,0,0,0,0,0,0,0,White European,0,,Some college credit ,"$25,000-$34,999",Employed for wages,"Yes, I am an MT worker ",Other (please specify),Green Party,"Every now and then, 5-10 times/year",Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,NA,42.93170166,-70.84269714,73.167.174.229,7/11/15 13:30,7/11/15 13:37,Yes,Very positive,Encouraged,No difference,None of the Above
R_0k7FkHKRojtTMup,4,0,1,0,2,0,1,1,1,More likely to support,Female,34,1507,0,0,0,0,0,0,0,White European,0,,Some college credit ,"Less than $10,000",Out of work,"Yes, I have done many HITs",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Agree,Agree,Stongly Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",,42.19549561,-71.84629822,68.185.118.159,7/11/15 13:39,7/11/15 13:51,No,Very positive,Encouraged,No difference,None of the Above
R_03dxZHgSxRRcU7P,4,0,1,0,1,0,1,1,1,No effect on my attitude,Female,28,1375,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Stongly Disagree,Disagree,Agree,Stongly Disagree,Agree,Stongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.47639465,-72.62640381,75.68.205.238,7/11/15 18:05,7/11/15 18:14,No,Very positive,Tolerated,No difference,0
R_1UmdGA1GogGWe5n,4,0,1,0,1,0,1,1,1,No effect on my attitude,Male,33,1201,0,0,0,0,0,0,0,White European,0,,Associate degree,"$35,000-$49,999",Employed for wages,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Stongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean","Nothing, thanks.",42.62710571,-73.11869812,24.25.136.47,7/11/15 18:24,7/11/15 18:43,Yes,Very positive,Encouraged,No difference,None of the Above
R_e4Ih3i9Aa1nr9Ot,4,0,2,0,1,2,0,1,1,More likely to support,Male,26,2134,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$25,000-$34,999",Out of work,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Stongly Disagree,Agree,Agree,Stongly Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",None.,42.28300476,-71.12090302,24.91.94.169,7/11/15 18:58,7/11/15 19:09,Yes,Positive,Encouraged,No difference,None of the Above
R_eIPK6Ya5MMXPrhP,4,0,2,0,2,2,0,1,1,No effect on my attitude,Female,36,1742,0,0,0,0,0,0,0,White European,0,,Graduate degree or Professional degree ,"$50,000-$74,999",Employed for wages,"Yes, I am an MT worker ",Independent,,"Every now and then, 5-10 times/year",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Stongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",None,42.45860291,-71.35970306,73.38.92.249,7/11/15 20:21,7/11/15 20:29,Yes,Very positive,Encouraged,No difference,None of the Above
R_9EqxUElUr0iPF9X,4,0,1,0,1,0,0,1,1,No effect on my attitude,Male,35,6010,0,0,0,0,0,0,0,White European,0,,High school graduate,"Less than $10,000",Employed for wages,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",no comment,41.68159485,-72.94049835,73.38.77.22,7/12/15 5:20,7/12/15 5:28,No,Very positive,Encouraged,No difference,None of the Above
R_9S3apTJcJ7QG6Rn,4,0,1,0,2,2,1,1,1,More likely to support,Female,22,1585,0,0,0,0,0,0,0,White European,0,,Some high school,"$50,000-$74,999",Out of work,"Yes, I am an MT worker ",None,,"Rarely, 1-5 times/year",Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>very much like</strong> how I think about the ocean",,42.06280518,-71.64369965,24.241.16.160,7/12/15 6:22,7/12/15 6:33,Yes,Very positive,Encouraged,No difference,None of the Above
R_3qvo4fVxSy5Fk0Z,4,0,1,0,1,0,1,1,1,No effect on my attitude,Female,42,4330,0,0,0,0,0,0,0,White European,0,,Associate degree,"Less than $10,000",Retired,"Yes, I am an MT worker ",Independent,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",,44.40510559,-69.75669861,108.183.151.204,7/12/15 6:36,7/12/15 6:50,No,Positive,Encouraged,No difference,None of the Above
R_3ViniLdqtYkUM1n,4,0,1,0,1,0,1,0,1,No effect on my attitude,Male,28,4981,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$10,000-$14,999",Employed for wages,"Yes, I am an MT worker ",Republican party,,"Rarely, 1-5 times/year",Strongly Agree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Stongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,"Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>very much like</strong> how I think about the ocean",,44.39599609,-69.42440033,66.243.208.209,7/12/15 6:54,7/12/15 7:06,No,Positive,Encouraged,No difference,None of the Above
R_25JOudIl1Bb2gOV,4,0,1,0,1,0,0,1,1,No effect on my attitude,Female,29,1929,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"$35,000-$49,999",Student,"Yes, I am an MT worker ",None,,"Sometimes, 10-20 times/year",Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean","Yes, this is <strong>like</strong> how I think about the ocean",I thought it was a fun survey and made me think about my views on the environment.,26.24180603,-80.16449738,50.150.146.122,7/12/15 7:02,7/12/15 7:23,Yes,Positive,Encouraged,No difference,0
R_9toXwBOO5RJRFkh,4,0,1,0,1,0,1,1,1,More likely to support,Female,26,3781,0,0,0,0,0,0,0,White European,0,,Bechelor degree,"Less than $10,000",Employed for wages,"Yes, I am an MT worker ",Democratic party,,"Every now and then, 5-10 times/year",Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Stongly Disagree,Neither Agree nor Disagree,Agree,"Yes, this is <strong>like</strong> how I think about the ocean",This is <strong>somewhat like</strong> how I think about the ocean,This is <strong>somewhat unlike</strong> how I think about the ocean,"Yes, this is <strong>like</strong> how I think about the ocean",none,45.53329468,-73.51670074,197.17.133.187,7/12/15 9:04,7/12/15 9:15,Yes,Positive,Discouraged,Less likely    ,None of the Above
